order_id,seller_id,order_date,total_amount
Or776,S494,2021-08-18,461.36
Or777,S174,2024-09-02,180.56
Or778,S586,2023-05-15,72.11
Or779,S901,2022-01-02,17.16
Or780,S436,2022-04-06,481.39
Or781,S768,2023-04-05,289.78
Or782,S448,2020-12-15,278.78
Or783,S556,2022-03-04,184.17
Or784,S940,2021-07-12,88.97
Or785,S882,2021-12-20,239.33
Or786,S187,2024-10-24,162.3
Or787,S675,2024-06-05,108.26
Or788,S547,2020-11-30,169.63
Or789,S372,2023-06-25,72.45
Or790,S452,2023-04-02,156.02
Or791,S51,2024-08-08,177.81
Or792,S673,2023-07-14,170.07
Or793,S874,2022-11-29,383.6
Or794,S743,2025-02-15,65.55
Or795,S768,2023-10-07,390.52
Or796,S435,2021-06-27,276.51
Or797,S544,2022-01-12,450.72
Or798,S252,2023-04-30,384.5
Or799,S717,2021-05-03,351.7
Or800,S422,2020-11-13,252.29
Or801,S552,2020-11-02,424.42
Or802,S865,2020-08-09,373.32
Or803,S671,2022-05-24,246.5
Or804,S281,2021-03-08,408.59
Or805,S577,2021-10-15,68.78
Or806,S882,2023-09-19,459.84
Or807,S88,2020-10-08,276.45
Or808,S195,2022-08-13,278.85
Or809,S100,2022-09-20,436.72
Or810,S63,2021-10-29,423.16
Or811,S68,2022-05-01,186.53
Or812,S418,2024-08-15,460.2
Or813,S301,2025-04-09,207.53
Or814,S977,2023-12-23,489.24
Or815,S413,2023-07-12,414.4
Or816,S830,2022-04-01,372.06
Or817,S520,2023-05-01,17.38
Or818,S60,2024-02-28,280.05
Or819,S475,2024-03-20,187.48
Or820,S378,2021-09-15,365.49
Or821,S61,2020-11-30,302.34
Or822,S610,2021-06-12,109.06
Or823,S530,2024-01-12,94.91
Or824,S694,2021-04-28,250.73
Or825,S622,2022-06-03,203.12
Or826,S684,2023-11-21,438.3
Or827,S384,2021-05-31,347.22
Or828,S462,2023-12-02,238.94
Or829,S830,2024-12-07,23.17
Or830,S965,2024-02-07,144.85
Or831,S124,2022-01-12,115.09
Or832,S308,2021-01-27,34.66
Or833,S940,2020-10-07,409.6
Or834,S803,2023-10-19,231.82
Or835,S224,2021-06-21,97.46
Or836,S849,2024-10-11,93.93
Or837,S523,2024-08-29,354.65
Or838,S168,2021-07-21,407.62
Or839,S874,2021-04-01,140.08
Or840,S298,2022-05-19,305.19
Or841,S752,2022-02-01,282.21
Or842,S935,2024-11-08,10.65
Or843,S780,2022-08-22,172.77
Or844,S850,2023-05-21,385.46
Or845,S470,2022-01-22,171.38
Or846,S274,2022-02-27,303.03
Or847,S97,2025-02-22,331.79
Or848,S16,2023-02-17,62.27
Or849,S163,2021-04-19,95.65
Or850,S450,2021-11-15,450.88
Or851,S642,2020-06-19,20.71
Or852,S894,2023-10-16,177.98
Or853,S295,2021-07-09,216.29
Or854,S383,2022-08-11,87.88
Or855,S389,2025-03-30,251.41
Or856,S632,2023-08-21,209.55
Or857,S700,2023-12-31,214.92
Or858,S76,2022-02-07,304.73
Or859,S916,2020-09-07,275.29
Or860,S825,2020-11-24,110.11
Or861,S4,2024-12-15,268.68
Or862,S479,2024-10-16,361.97
Or863,S424,2024-11-23,478.52
Or864,S595,2021-10-07,314.49
Or865,S744,2025-05-23,349.14
Or866,S993,2024-08-06,324.93
Or867,S464,2023-02-20,34.24
Or868,S509,2022-07-09,168.91
Or869,S465,2021-07-07,429.14
Or870,S375,2021-04-28,475.42
Or871,S142,2024-07-09,414.9
Or872,S807,2021-11-18,95.54
Or873,S410,2020-08-27,374.69
Or874,S144,2023-11-28,427.69
Or875,S562,2024-02-17,222.76
Or876,S836,2023-02-24,237.43
Or877,S470,2021-03-12,121.08
Or878,S294,2024-10-06,336.87
Or879,S266,2024-08-29,321.53
Or880,S83,2022-09-05,377.47
Or881,S958,2022-03-26,86.19
Or882,S981,2020-11-12,12.28
Or883,S629,2021-09-15,381.6
Or884,S839,2020-08-11,470.2
Or885,S513,2024-06-27,290.46
Or886,S900,2022-09-04,200.15
Or887,S252,2022-10-09,493.11
Or888,S13,2020-12-08,141.92
Or889,S290,2020-10-29,497.74
Or890,S719,2023-01-02,180.48
Or891,S324,2024-05-07,416.24
Or892,S152,2022-08-29,377.7
Or893,S31,2021-11-21,197.4
Or894,S394,2020-07-01,328.51
Or895,S100,2023-01-23,448.05
Or896,S881,2025-02-15,286.99
Or897,S510,2022-06-24,387.12
Or898,S969,2022-06-26,16.58
Or899,S572,2022-12-24,331.05
Or900,S874,2022-02-09,159.85
Or901,S870,2022-10-02,225.68
Or902,S305,2024-08-06,205.55
Or903,S193,2021-06-28,24.42
Or904,S876,2020-08-04,114.89
Or905,S335,2021-07-15,343.34
Or906,S658,2024-12-12,369.15
Or907,S879,2020-12-26,477.93
Or908,S317,2023-01-24,439.62
Or909,S683,2025-03-01,135.69
Or910,S281,2023-02-09,80.22
Or911,S734,2022-05-29,274.12
Or912,S456,2022-10-13,254.39
Or913,S263,2022-10-07,345.23
Or914,S993,2022-02-21,290.1
Or915,S65,2024-01-02,475.87
Or916,S510,2024-06-08,448.98
Or917,S12,2022-07-23,423.54
Or918,S560,2025-03-12,108.69
Or919,S39,2021-11-28,122.98
Or920,S751,2025-05-11,135.15
Or921,S100,2022-11-05,19.18
Or922,S495,2021-02-25,108.39
Or923,S89,2022-08-28,272.31
Or924,S15,2022-12-27,471.82
Or925,S68,2024-11-30,186.77
Or926,S424,2024-10-23,17.55
Or927,S396,2023-01-27,290.86
Or928,S517,2024-01-08,231.2
Or929,S341,2025-01-26,119.64
Or930,S184,2025-01-04,62.34
Or931,S946,2024-11-07,27.45
Or932,S342,2024-05-14,374.5
Or933,S262,2020-11-04,165.76
Or934,S600,2024-11-11,358.16
Or935,S14,2025-01-18,251.15
Or936,S923,2020-10-22,212.04
Or937,S868,2022-08-17,449.85
Or938,S799,2022-01-30,10.85
Or939,S137,2022-07-08,50.71
Or940,S908,2021-12-03,205.66
Or941,S312,2020-08-09,307.84
Or942,S194,2023-06-23,304.31
Or943,S51,2025-04-01,221.36
Or944,S125,2025-05-16,221.09
Or945,S48,2021-03-28,264.7
Or946,S507,2024-11-04,456.77
Or947,S379,2024-08-29,320.26
Or948,S532,2022-01-29,187.35
Or949,S182,2025-01-22,238.31
Or950,S644,2020-07-08,251.78
Or951,S572,2020-08-04,27.62
Or952,S479,2025-04-01,304.63
Or953,S246,2021-04-22,62.96
Or954,S811,2024-01-12,188.31
Or955,S514,2023-10-23,486.12
Or956,S854,2024-03-23,306.05
Or957,S334,2022-07-25,169.19
Or958,S777,2022-11-10,202.51
Or959,S586,2020-12-26,120.38
Or960,S988,2025-05-06,156.63
Or961,S413,2025-03-19,164.59
Or962,S36,2022-06-15,325.58
Or963,S243,2023-01-05,362.11
Or964,S120,2021-09-21,344.74
Or965,S402,2023-07-08,188.05
Or966,S917,2020-11-06,104.22
Or967,S939,2021-08-15,209.76
Or968,S580,2021-04-14,54.41
Or969,S38,2020-12-31,343.18
Or970,S308,2021-08-21,71.88
Or971,S35,2021-09-29,250.67
Or972,S827,2024-11-12,352.87
Or973,S640,2025-02-17,246.57
Or974,S328,2021-05-26,242.63
Or975,S451,2022-09-08,139.18
Or976,S977,2022-12-27,218.23
Or977,S445,2022-12-22,156.04
Or978,S801,2023-04-11,171.41
Or979,S797,2021-01-30,388.7
Or980,S278,2025-03-15,384.71
Or981,S81,2020-07-25,416.15
Or982,S292,2024-09-02,286.58
Or983,S234,2024-10-12,314.9
Or984,S601,2024-11-19,312.34
Or985,S950,2020-11-11,53.66
Or986,S741,2024-01-08,143.78
Or987,S577,2021-01-14,262.06
Or988,S744,2023-03-19,401.37
Or989,S515,2022-08-26,248.35
Or990,S137,2024-01-26,192.14
Or991,S592,2024-04-06,36.98
Or992,S296,2023-04-16,230.45
Or993,S544,2023-02-09,21.01
Or994,S452,2020-08-01,237.23
Or995,S424,2023-07-30,358.45
Or996,S68,2023-11-23,448.0
Or997,S348,2023-03-28,46.07
Or998,S855,2021-08-30,320.88
Or999,S199,2021-07-08,64.21
Or1000,S689,2022-08-11,382.76
Or1001,S80,2020-07-17,467.7
Or1002,S477,2024-05-30,261.71
Or1003,S595,2023-10-04,481.71
Or1004,S760,2023-04-11,416.38
Or1005,S518,2021-06-06,421.14
Or1006,S789,2023-04-15,276.3
Or1007,S843,2021-08-12,385.56
Or1008,S332,2023-02-14,16.21
Or1009,S646,2024-11-28,358.93
Or1010,S286,2023-09-07,284.03
Or1011,S99,2021-08-26,156.14
Or1012,S621,2021-03-13,377.25
Or1013,S698,2020-10-17,264.51
Or1014,S686,2025-03-20,132.88
Or1015,S607,2023-08-24,220.68
Or1016,S966,2025-05-19,184.29
Or1017,S242,2025-03-30,271.04
Or1018,S819,2022-03-20,466.83
Or1019,S70,2020-09-05,294.88
Or1020,S140,2022-10-21,141.98
Or1021,S15,2021-07-24,402.33
Or1022,S912,2024-05-09,177.4
Or1023,S993,2022-05-10,194.12
Or1024,S216,2023-04-24,423.02
Or1025,S772,2022-01-03,148.56
Or1026,S622,2023-07-13,309.49
Or1027,S224,2021-07-18,105.45
Or1028,S67,2022-08-07,36.45
Or1029,S78,2025-01-24,436.51
Or1030,S708,2023-03-29,296.93
Or1031,S901,2022-01-02,329.0
Or1032,S939,2022-11-16,285.15
Or1033,S479,2024-10-09,486.68
Or1034,S775,2022-04-05,410.86
Or1035,S839,2025-01-01,353.89
Or1036,S528,2022-12-18,361.82
Or1037,S713,2022-03-27,367.58
Or1038,S28,2020-09-30,348.36
Or1039,S934,2021-04-18,264.92
Or1040,S370,2021-07-30,289.94
Or1041,S325,2020-09-23,163.9
Or1042,S655,2020-10-21,210.1
Or1043,S284,2022-05-14,381.24
Or1044,S947,2020-08-28,189.17
Or1045,S53,2023-08-23,265.56
Or1046,S330,2021-12-13,288.29
Or1047,S15,2021-05-23,203.62
Or1048,S18,2022-01-21,157.91
Or1049,S517,2022-11-14,391.81
Or1050,S342,2022-05-31,363.87
Or1051,S1,2021-01-06,322.77
Or1052,S313,2021-09-06,37.76
Or1053,S77,2024-05-03,253.28
Or1054,S481,2025-05-28,397.4
Or1055,S96,2022-04-20,455.68
Or1056,S505,2025-04-30,347.12
Or1057,S910,2022-04-20,291.92
Or1058,S897,2020-07-26,305.2
Or1059,S743,2025-04-12,322.38
Or1060,S883,2022-08-18,391.56
Or1061,S438,2020-07-17,456.88
Or1062,S526,2023-10-18,189.98
Or1063,S134,2022-09-11,256.54
Or1064,S906,2024-03-12,211.44
Or1065,S82,2023-04-09,48.43
Or1066,S878,2023-05-27,121.43
Or1067,S826,2020-08-27,15.4
Or1068,S6,2021-03-01,109.54
Or1069,S547,2024-09-10,199.65
Or1070,S292,2023-03-24,313.53
Or1071,S334,2024-09-27,175.98
Or1072,S647,2021-03-30,306.33
Or1073,S676,2025-03-18,211.63
Or1074,S56,2025-04-18,377.88
Or1075,S136,2021-08-25,166.1
Or1076,S565,2023-04-18,184.47
Or1077,S412,2020-12-13,417.1
Or1078,S765,2024-02-06,284.14
Or1079,S715,2023-08-03,217.02
Or1080,S440,2025-04-24,85.14
Or1081,S424,2023-08-28,209.5
Or1082,S750,2024-01-22,391.34
Or1083,S667,2023-04-12,368.42
Or1084,S868,2024-08-12,183.11
Or1085,S790,2023-02-17,414.82
Or1086,S683,2023-11-16,405.86
Or1087,S489,2023-02-18,168.76
Or1088,S829,2022-07-24,381.76
Or1089,S220,2024-04-17,270.08
Or1090,S722,2022-09-09,250.13
Or1091,S776,2022-04-11,66.1
Or1092,S199,2020-11-19,20.77
Or1093,S54,2020-07-13,433.78
Or1094,S860,2022-04-04,285.5
Or1095,S518,2020-11-13,101.67
Or1096,S214,2023-01-07,223.55
Or1097,S976,2022-05-03,372.0
Or1098,S11,2024-12-09,197.37
Or1099,S636,2020-09-26,299.11
Or1100,S307,2020-12-21,69.22
Or1101,S701,2021-03-11,316.14
Or1102,S669,2022-04-07,12.71
Or1103,S79,2020-11-30,150.13
Or1104,S851,2023-10-01,237.99
Or1105,S438,2021-05-29,105.35
Or1106,S163,2022-08-09,285.86
Or1107,S878,2020-06-30,95.91
Or1108,S833,2024-10-29,316.25
Or1109,S285,2021-03-22,336.06
Or1110,S740,2021-07-12,324.03
Or1111,S380,2021-04-01,477.72
Or1112,S920,2024-03-15,288.42
Or1113,S416,2022-10-22,334.51
Or1114,S440,2023-09-18,443.5
Or1115,S424,2024-01-29,419.06
Or1116,S21,2023-10-26,186.27
Or1117,S960,2021-01-28,191.62
Or1118,S77,2023-07-24,92.41
Or1119,S432,2021-04-02,214.08
Or1120,S448,2024-11-25,279.61
Or1121,S661,2022-05-09,314.68
Or1122,S122,2022-06-05,214.36
Or1123,S60,2025-04-12,309.15
Or1124,S494,2023-08-07,340.26
Or1125,S901,2024-06-06,429.35
Or1126,S864,2022-08-29,419.63
Or1127,S605,2025-03-22,403.98
Or1128,S114,2023-01-17,38.86
Or1129,S194,2023-12-10,224.53
Or1130,S999,2022-02-02,423.41
Or1131,S608,2023-08-18,57.59
Or1132,S138,2023-04-26,251.79
Or1133,S551,2023-09-11,130.08
Or1134,S420,2022-06-23,85.82
Or1135,S245,2025-04-20,195.61
Or1136,S373,2024-08-11,317.04
Or1137,S999,2023-02-14,66.06
Or1138,S429,2020-12-10,415.72
Or1139,S291,2025-04-08,319.47
Or1140,S123,2021-01-27,253.12
Or1141,S831,2021-11-30,134.85
Or1142,S428,2022-05-18,356.29
Or1143,S957,2021-06-18,425.59
Or1144,S898,2020-06-13,64.6
Or1145,S94,2020-07-14,76.63
Or1146,S786,2022-03-15,396.63
Or1147,S704,2022-10-21,75.19
Or1148,S103,2021-09-06,457.65
Or1149,S920,2022-05-06,307.18
Or1150,S480,2025-06-08,189.4
Or1151,S676,2020-08-26,416.34
Or1152,S996,2025-04-27,494.07
Or1153,S284,2021-08-04,320.39
Or1154,S719,2021-04-24,290.7
Or1155,S241,2024-08-23,19.14
Or1156,S447,2021-07-16,337.97
Or1157,S643,2023-08-20,362.57
Or1158,S636,2021-03-02,133.53
Or1159,S113,2024-09-16,142.85
Or1160,S283,2021-05-14,437.69
Or1161,S928,2021-10-06,77.73
Or1162,S930,2020-08-02,216.09
Or1163,S295,2024-12-16,170.91
Or1164,S568,2022-05-11,182.59
Or1165,S612,2024-02-17,236.44
Or1166,S796,2022-11-19,332.73
Or1167,S645,2021-05-14,431.76
Or1168,S169,2022-06-18,75.2
Or1169,S9,2024-12-14,175.77
Or1170,S340,2023-12-13,482.77
Or1171,S180,2022-09-01,390.28
Or1172,S718,2023-07-29,14.14
Or1173,S766,2020-12-19,118.59
Or1174,S113,2020-11-06,82.99
Or1175,S434,2024-02-19,376.08
Or1176,S897,2021-04-30,309.05
Or1177,S266,2022-06-16,263.69
Or1178,S638,2024-11-23,50.49
Or1179,S648,2023-11-01,368.07
Or1180,S134,2021-06-21,76.9
Or1181,S964,2021-11-10,404.11
Or1182,S365,2024-03-15,436.73
Or1183,S847,2020-11-25,436.6
Or1184,S402,2023-08-03,127.14
Or1185,S707,2021-06-03,108.8
Or1186,S703,2022-06-01,447.86
Or1187,S351,2023-11-17,17.89
Or1188,S189,2023-12-24,183.63
Or1189,S828,2020-12-29,140.76
Or1190,S506,2020-09-11,272.5
Or1191,S898,2023-08-15,356.93
Or1192,S663,2023-02-24,428.47
Or1193,S603,2024-05-04,391.26
Or1194,S447,2022-07-10,228.89
Or1195,S665,2021-09-27,94.14
Or1196,S21,2021-06-30,12.55
Or1197,S792,2021-03-08,220.51
Or1198,S232,2025-03-13,100.65
Or1199,S954,2020-08-26,148.71
Or1200,S27,2025-01-17,26.54
Or1201,S674,2024-06-18,428.75
Or1202,S242,2021-10-29,452.78
Or1203,S694,2025-04-07,83.09
Or1204,S281,2022-06-25,25.4
Or1205,S943,2021-11-23,162.11
Or1206,S336,2024-03-03,106.15
Or1207,S130,2021-04-28,372.24
Or1208,S470,2021-02-13,390.65
Or1209,S56,2020-11-01,460.46
Or1210,S667,2021-02-11,134.07
Or1211,S208,2025-03-29,166.43
Or1212,S461,2022-02-06,344.85
Or1213,S267,2020-12-16,223.2
Or1214,S299,2022-01-19,289.63
Or1215,S868,2025-05-23,306.54
Or1216,S289,2022-09-23,398.16
Or1217,S676,2024-08-28,284.87
Or1218,S631,2024-05-09,370.43
Or1219,S735,2021-05-09,394.95
Or1220,S82,2024-04-22,204.27
Or1221,S134,2022-07-23,270.93
Or1222,S923,2020-12-08,159.98
Or1223,S586,2021-12-02,384.24
Or1224,S324,2021-06-14,494.56
Or1225,S673,2022-06-28,67.0
Or1226,S126,2025-03-29,261.68
Or1227,S793,2024-11-28,450.49
Or1228,S638,2025-02-16,23.06
Or1229,S32,2022-10-20,25.36
Or1230,S979,2024-03-30,455.93
Or1231,S300,2024-01-24,269.01
Or1232,S245,2024-01-05,361.23
Or1233,S425,2024-05-08,156.34
Or1234,S588,2024-06-28,260.18
Or1235,S259,2022-10-11,75.5
Or1236,S640,2021-12-15,109.37
Or1237,S931,2020-10-23,41.86
Or1238,S948,2024-01-31,334.65
Or1239,S327,2023-06-09,491.88
Or1240,S265,2023-10-16,264.26
Or1241,S888,2023-11-25,155.71
Or1242,S606,2022-03-11,328.14
Or1243,S76,2023-02-19,238.28
Or1244,S533,2021-12-18,439.23
Or1245,S314,2024-09-02,330.28
Or1246,S306,2022-11-10,327.6
Or1247,S83,2021-01-01,243.94
Or1248,S108,2025-01-09,323.53
Or1249,S148,2022-09-10,315.59
Or1250,S379,2022-09-27,476.68
Or1251,S788,2022-05-25,70.19
Or1252,S669,2021-12-27,308.16
Or1253,S413,2023-07-31,492.93
Or1254,S590,2022-04-12,234.15
Or1255,S86,2024-03-24,440.64
Or1256,S804,2025-03-08,81.22
Or1257,S192,2023-11-16,366.95
Or1258,S539,2022-12-19,460.24
Or1259,S178,2024-02-18,284.85
Or1260,S800,2025-02-21,46.96
Or1261,S476,2024-02-29,224.48
Or1262,S580,2020-10-19,245.08
Or1263,S33,2022-10-19,331.25
Or1264,S576,2021-03-24,36.61
Or1265,S992,2025-01-21,267.09
Or1266,S371,2024-07-05,411.06
Or1267,S233,2024-08-07,121.04
Or1268,S71,2024-01-30,214.15
Or1269,S866,2023-10-11,295.66
Or1270,S657,2020-11-27,335.54
Or1271,S45,2020-06-15,104.43
Or1272,S367,2023-10-25,61.96
Or1273,S547,2024-01-10,56.22
Or1274,S266,2024-10-05,424.85
Or1275,S943,2020-10-18,471.79
Or1276,S78,2024-01-21,37.35
Or1277,S470,2023-07-09,355.63
Or1278,S109,2022-08-25,201.29
Or1279,S211,2021-06-02,116.65
Or1280,S551,2021-09-20,498.64
Or1281,S692,2022-09-06,12.56
Or1282,S622,2024-07-22,277.12
Or1283,S756,2020-12-04,321.22
Or1284,S269,2023-05-15,95.51
Or1285,S673,2023-12-26,183.62
Or1286,S836,2020-09-22,118.82
Or1287,S994,2024-11-10,260.26
Or1288,S654,2022-11-22,151.34
Or1289,S685,2020-09-23,167.63
Or1290,S297,2021-02-11,216.06
Or1291,S556,2021-06-19,81.79
Or1292,S435,2021-03-04,301.27
Or1293,S931,2021-05-10,471.64
Or1294,S111,2020-07-15,388.95
Or1295,S713,2021-10-26,480.95
Or1296,S847,2021-08-06,458.45
Or1297,S641,2021-06-08,460.0
Or1298,S881,2024-01-17,221.51
Or1299,S92,2024-04-04,204.57
Or1300,S805,2024-05-01,316.18
Or1301,S908,2022-03-17,365.94
Or1302,S862,2021-02-24,289.47
Or1303,S123,2022-10-10,196.9
Or1304,S413,2022-06-25,240.4
Or1305,S751,2025-03-15,283.53
Or1306,S331,2021-10-11,474.44
Or1307,S67,2025-01-23,434.82
Or1308,S850,2021-01-08,459.34
Or1309,S636,2023-06-29,432.94
Or1310,S654,2022-08-08,253.12
Or1311,S67,2023-10-06,302.76
Or1312,S927,2022-02-19,259.41
Or1313,S747,2024-06-26,124.03
Or1314,S802,2021-10-02,142.5
Or1315,S336,2023-12-05,478.96
Or1316,S532,2021-10-29,263.46
Or1317,S92,2024-07-30,378.31
Or1318,S533,2024-07-21,50.75
Or1319,S434,2024-03-08,255.66
Or1320,S289,2022-03-28,440.63
Or1321,S599,2024-07-21,166.3
Or1322,S480,2025-01-31,32.19
Or1323,S66,2021-11-19,353.48
Or1324,S242,2025-02-21,106.51
Or1325,S324,2020-06-20,258.37
Or1326,S711,2021-02-21,122.36
Or1327,S815,2023-11-06,344.17
Or1328,S404,2024-11-09,289.54
Or1329,S55,2023-06-02,147.24
Or1330,S911,2024-08-25,86.47
Or1331,S31,2023-03-01,312.78
Or1332,S805,2022-07-06,332.15
Or1333,S697,2025-02-22,411.18
Or1334,S479,2025-03-05,428.27
Or1335,S457,2022-10-14,313.79
Or1336,S631,2021-02-14,270.84
Or1337,S824,2023-05-05,359.01
Or1338,S722,2025-03-11,32.29
Or1339,S326,2024-12-31,471.38
Or1340,S115,2022-08-03,71.7
Or1341,S577,2020-12-07,50.98
Or1342,S138,2024-06-13,244.33
Or1343,S148,2023-04-26,258.25
Or1344,S656,2023-01-09,86.25
Or1345,S107,2022-02-12,403.62
Or1346,S31,2020-12-30,279.08
Or1347,S486,2025-01-08,236.55
Or1348,S972,2023-04-04,359.31
Or1349,S297,2022-08-21,349.4
Or1350,S171,2023-06-13,65.54
Or1351,S958,2023-09-09,267.42
Or1352,S744,2020-06-16,231.74
Or1353,S920,2021-05-01,10.47
Or1354,S877,2021-05-07,34.91
Or1355,S979,2022-09-03,270.78
Or1356,S462,2021-06-13,322.26
Or1357,S758,2021-06-11,188.0
Or1358,S612,2020-08-17,55.93
Or1359,S194,2023-07-04,139.96
Or1360,S728,2024-05-12,400.12
Or1361,S81,2025-04-17,178.78
Or1362,S758,2022-11-01,370.03
Or1363,S868,2021-04-14,471.04
Or1364,S862,2021-01-11,358.31
Or1365,S361,2023-06-25,322.84
Or1366,S122,2024-01-26,96.97
Or1367,S118,2020-11-23,49.37
Or1368,S561,2025-04-15,304.11
Or1369,S455,2021-09-04,304.64
Or1370,S422,2021-02-14,161.22
Or1371,S907,2024-03-05,357.37
Or1372,S291,2024-03-10,281.18
Or1373,S2,2021-01-20,422.37
Or1374,S348,2021-05-20,415.4
Or1375,S256,2023-06-12,323.86
Or1376,S599,2021-05-04,184.95
Or1377,S842,2022-05-09,90.66
Or1378,S59,2024-01-27,412.85
Or1379,S362,2020-07-21,449.81
Or1380,S775,2021-07-27,451.49
Or1381,S546,2020-11-16,304.58
Or1382,S870,2025-01-02,65.76
Or1383,S88,2021-12-28,421.31
Or1384,S466,2021-09-13,217.6
Or1385,S853,2020-08-07,311.89
Or1386,S135,2021-08-03,177.01
Or1387,S453,2020-06-24,363.02
Or1388,S987,2021-06-19,228.62
Or1389,S413,2025-05-11,110.49
Or1390,S180,2023-03-07,263.77
Or1391,S222,2021-11-24,288.82
Or1392,S30,2020-12-02,297.31
Or1393,S503,2022-12-22,397.02
Or1394,S826,2022-01-08,191.58
Or1395,S760,2020-08-15,369.06
Or1396,S351,2023-07-06,197.21
Or1397,S874,2022-11-30,338.15
Or1398,S663,2022-11-30,342.39
Or1399,S23,2020-07-23,232.0
Or1400,S35,2025-02-01,342.99
Or1401,S152,2020-10-02,22.38
Or1402,S201,2025-06-05,476.49
Or1403,S762,2021-08-12,435.95
Or1404,S348,2024-08-18,498.27
Or1405,S161,2024-12-04,301.6
Or1406,S974,2023-03-21,357.69
Or1407,S505,2021-10-08,397.02
Or1408,S651,2023-07-09,388.85
Or1409,S667,2020-12-06,26.0
Or1410,S825,2024-12-19,193.65
Or1411,S270,2021-03-28,414.67
Or1412,S91,2023-12-02,103.37
Or1413,S250,2023-01-09,41.36
Or1414,S285,2024-06-08,119.18
Or1415,S860,2022-10-24,202.69
Or1416,S574,2023-06-04,71.91
Or1417,S666,2024-03-23,85.07
Or1418,S942,2022-05-08,61.81
Or1419,S44,2024-08-03,123.7
Or1420,S445,2020-12-31,295.23
Or1421,S955,2024-02-01,328.34
Or1422,S607,2024-09-28,91.66
Or1423,S667,2021-04-17,162.6
Or1424,S898,2025-03-05,422.75
Or1425,S871,2021-02-06,284.46
Or1426,S295,2021-02-19,425.92
Or1427,S735,2023-12-12,247.84
Or1428,S481,2022-11-19,439.61
Or1429,S229,2023-05-22,99.67
Or1430,S663,2022-11-17,275.11
Or1431,S651,2022-05-08,436.16
Or1432,S5,2025-02-02,91.77
Or1433,S834,2024-11-15,244.5
Or1434,S443,2025-06-07,263.37
Or1435,S787,2023-01-17,158.95
Or1436,S885,2021-05-22,432.53
Or1437,S477,2021-12-08,227.78
Or1438,S449,2023-08-28,290.56
Or1439,S665,2025-02-26,415.96
Or1440,S819,2022-08-08,471.01
Or1441,S626,2021-08-08,407.96
Or1442,S327,2020-08-01,173.12
Or1443,S282,2022-01-26,447.46
Or1444,S930,2022-08-23,460.67
Or1445,S644,2021-03-15,339.4
Or1446,S589,2020-10-06,264.28
Or1447,S191,2022-12-30,259.84
Or1448,S151,2025-02-03,77.22
Or1449,S212,2022-12-23,464.27
Or1450,S709,2020-10-15,13.07
Or1451,S193,2020-07-15,152.02
Or1452,S595,2024-05-11,426.84
Or1453,S879,2025-01-10,214.33
Or1454,S397,2022-10-17,491.49
Or1455,S878,2023-07-04,320.72
Or1456,S806,2023-08-08,108.04
Or1457,S249,2025-05-31,307.23
Or1458,S271,2020-09-12,450.28
Or1459,S941,2024-06-30,51.41
Or1460,S951,2023-11-10,132.29
Or1461,S792,2022-05-11,226.45
Or1462,S715,2021-02-16,82.23
Or1463,S834,2022-11-26,87.28
Or1464,S854,2021-02-07,19.67
Or1465,S532,2024-12-30,52.45
Or1466,S207,2023-03-29,366.77
Or1467,S509,2020-11-18,468.68
Or1468,S164,2020-06-08,437.08
Or1469,S471,2020-11-23,313.87
Or1470,S954,2025-05-22,202.51
Or1471,S62,2024-07-25,221.66
Or1472,S380,2020-08-28,99.36
Or1473,S590,2023-08-01,313.93
Or1474,S313,2024-04-21,399.96
Or1475,S20,2025-04-09,186.54
Or1476,S350,2024-10-25,224.3
Or1477,S128,2022-12-10,403.48
Or1478,S901,2023-02-24,300.85
Or1479,S878,2025-03-11,452.65
Or1480,S361,2023-07-18,426.27
Or1481,S885,2023-03-19,52.55
Or1482,S110,2021-08-30,202.73
Or1483,S806,2024-11-19,311.21
Or1484,S148,2023-03-02,43.83
Or1485,S727,2023-09-01,118.48
Or1486,S136,2021-11-05,47.75
Or1487,S699,2021-10-04,349.62
Or1488,S759,2023-05-27,324.85
Or1489,S191,2020-11-24,98.88
Or1490,S131,2022-08-11,344.35
Or1491,S690,2021-09-21,336.45
Or1492,S646,2021-05-12,433.05
Or1493,S700,2023-02-27,470.23
Or1494,S571,2024-12-23,249.32
Or1495,S790,2020-07-04,440.01
Or1496,S83,2022-11-08,238.06
Or1497,S606,2022-05-20,298.39
Or1498,S338,2024-10-30,284.14
Or1499,S564,2020-08-31,38.61
Or1500,S794,2025-01-26,346.96
Or1501,S129,2021-03-09,354.25
Or1502,S642,2024-01-15,309.82
Or1503,S110,2022-08-08,58.7
Or1504,S378,2023-03-03,111.93
Or1505,S200,2025-02-09,229.82
